generic_name,total_cost15,numrx15,avg_cost15,total_cost14,numrx14,avg_cost14
PAZOPANIB HCL,60320711.46000001,8164,7388.622177853994,53339423.08000004,7546.0,7068.569186323886
ALENDRONATE SODIUM,60233875.79000001,6898873,8.730973274910266,73425507.10000008,7033684.0,10.439125087223152
AMLODIPINE BES/OLMESARTAN MED,59861399.68999982,213799,279.9891472364221,65809415.189999916,282534.0,232.92564855911118
AZITHROMYCIN,59435164.109999284,6575071,9.039471073392102,61531239.34000027,6001021.0,10.253461759257345
ROPINIROLE HCL,57421048.0700004,2484358,23.11303285194823,77814152.17999975,2387567.0,32.59140044237492
LOVASTATIN,56929786.07000036,5020612,11.339212444618378,75021877.95999919,5388689.0,13.922102010340398
SUNITINIB MALATE,56815035.04000004,6662,8528.225013509462,64714627.50000002,9362.0,6912.478904080327
PHENYTOIN SODIUM EXTENDED,56606376.36999951,1289708,43.89084689712672,44908307.08999939,1408005.0,31.89499120386603
SILDENAFIL CITRATE,56099183.529999964,210614,266.3601827513839,55179930.33000009,190561.0,289.56570510230364
TRIAMCINOLONE ACETONIDE,55822836.290000424,3161384,17.657720887434245,61239431.33000045,2983947.0,20.522962147116036
EFAVIRENZ,55552714.66999985,63365,876.7097714826774,56198309.60999997,71132.0,790.0566497497606
LANTHANUM CARBONATE,54932806.03999993,42428,1294.730037710944,50960042.43000002,43048.0,1183.795819317971
FLUOCINONIDE,54503041.16000015,558332,97.6176202689442,44953143.859999925,694406.0,64.73611094950206
BROMFENAC SODIUM,54373895.63999994,262879,206.84001247722313,53407494.670000285,283241.0,188.55848789546812
TREPROSTINIL DIOLAMINE,54353051.39000004,8953,6070.931686585506,13087862.96,1963.0,6667.276087620989
CYCLOBENZAPRINE HCL,53922784.56000011,3137047,17.189026673811423,52354702.109999865,2630315.0,19.904346859596615
ICATIBANT ACETATE,53894728.13000002,978,55107.08397750513,42745793.93000001,886.0,48245.817076749445
LISINOPRIL/HYDROCHLOROTHIAZIDE,53611999.68000085,6798311,7.886076362202442,60095916.679999776,6856911.0,8.76428419152586
NYSTATIN,53220465.929999396,1778900,29.91762658384361,53159017.760000035,1629050.0,32.63191293084929
LOPINAVIR/RITONAVIR,53074948.83999985,60592,875.9398739107447,64898330.789999925,76749.0,845.5918746824053
METRONIDAZOLE,53038483.95000024,900770,58.8812726334139,52054170.93999972,867538.0,60.00217966244674
HYDROMORPHONE HCL,52098269.38999988,887499,58.70234151249735,59532368.36999973,845096.0,70.44450378418514
USTEKINUMAB,50687292.950000025,4107,12341.683211589974,37663190.75999998,3416.0,11025.524227166272
METHYLPHENIDATE HCL,50587290.490000136,527099,95.97303445842267,44013107.599999696,516117.0,85.27738400401401
CLONIDINE,50461729.949999966,326284,154.65585180394982,55835264.09999981,341712.0,163.3986049655845
EXENATIDE,50251862.81999996,80485,624.3630840529287,59972755.42000008,113321.0,529.2289639166622
MELOXICAM,50186477.819999576,8443626,5.943711602100754,54917050.52000029,7734897.0,7.099907150670563
LOMITAPIDE MESYLATE,49779548.00999998,1585,31406.654895899042,34203196.09999999,1243.0,27516.650120675775
ENTECAVIR,49714270.62999994,47500,1046.6162237894725,45579509.65000006,35916.0,1269.058627074286
BUPRENORPHINE,49707716.18999987,137793,360.7419548888541,32254724.45999996,104428.0,308.8704606044352
RISEDRONATE SODIUM,49366033.68000004,206742,238.78086542647375,107074315.54999943,438397.0,244.24052981658048
METHYLPREDNISOLONE,48781912.63999959,2439963,19.992890318418596,47077673.190000094,2136086.0,22.039221824402244
VERAPAMIL HCL,48188912.32999972,1865401,25.833004447837073,54423008.67999969,2022977.0,26.90243570737566
TRIAMTERENE/HYDROCHLOROTHIAZID,48108653.360000305,4061333,11.8455328238291,52276518.10999973,4305795.0,12.140967721407947
DAPTOMYCIN,48020679.99000005,20948,2292.37540528929,44538272.46000002,21798.0,2043.2274731626765
NITROGLYCERIN,48006452.740000196,1950228,24.615815555924843,45870449.86000006,2014559.0,22.769474540085476
FLUOROURACIL,47536822.37999998,249463,190.55660510777142,54910163.46999993,235453.0,233.21071920935358
PENTOSAN POLYSULFATE SODIUM,47353066.879999876,65813,719.5093200431506,44617426.92999993,68229.0,653.9364043148798
SPIRONOLACTONE,47065041.10999986,4656894,10.10653047073862,52238107.540000446,4498304.0,11.61284509450683
CLOMIPRAMINE HCL,46882274.060000144,87612,535.1124738620297,49535960.83000006,88537.0,559.4944580232
SUMATRIPTAN SUCCINATE,46581855.87000018,823749,56.548603846560276,45888014.20000066,731343.0,62.744860072497666
RAMIPRIL,46507598.05000031,2178697,21.34651952520259,57529480.38999924,2357772.0,24.39993366194833
FENOFIBRIC ACID (CHOLINE),46310052.02000052,376727,122.92735062790965,61849913.47000026,425917.0,145.21588354069047
ROTIGOTINE,45734658.27000008,72664,629.3991284542562,37688606.86999999,64794.0,581.6681617125041
ILOPERIDONE,45734227.85000002,51444,889.009949653993,34723994.3,57058.0,608.5736320936591
CLOBAZAM,45697806.230000064,53149,859.805569813168,23870456.26000001,39923.0,597.9123878466049
OXCARBAZEPINE,45618006.550000176,836496,54.53463800185557,43813464.51999983,790241.0,55.443167995585945
AZELASTINE HCL,45582277.28000011,728607,62.56085555038603,43621315.64000025,601484.0,72.52281962612513
TACROLIMUS,45564025.749999896,180239,252.79781706511852,51376174.18000009,156902.0,327.4411682451472
BUSPIRONE HCL,45377917.91000034,2663506,17.03691221645468,46916776.63999964,2336346.0,20.081262210306026
TAPENTADOL HCL,45035204.97000012,96614,466.1353941457772,28150882.019999966,82822.0,339.89618724493454
KETOCONAZOLE,44205876.209999934,1368864,32.29384088558099,28185782.42999994,1271408.0,22.168951611127145
THALIDOMIDE,43632991.06999997,6066,7193.041719419712,49123150.570000015,7012.0,7005.583367085
AMIODARONE HCL,43563572.34999987,2050800,21.242233445484626,41324131.92000037,1898314.0,21.76886011481787
IBANDRONATE SODIUM,42612456.529999875,570556,74.68584421161091,62736307.12000019,584181.0,107.39189929148704
UMECLIDINIUM BRM/VILANTEROL TR,42538032.3699999,124790,340.87693220610544,3106418.7899999972,9623.0,322.8118871453806
TEDUGLUTIDE,42261350.89999999,1180,35814.70415254236,21624650.49,747.0,28948.661967871485
DORZOLAMIDE HCL/TIMOLOL MALEAT,42056963.009999774,1570917,26.772237495679132,49671067.69000025,1500787.0,33.096680401682754
CHLORTHALIDONE,41979735.33999999,1136489,36.938092088880744,27424783.489999935,1069609.0,25.640008161860955
BUMETANIDE,41911798.62999985,984803,42.55856108277478,23666576.469999928,889329.0,26.61172239969677
TEMAZEPAM,41855784.12999958,3077391,13.601061460828207,39320908.7100001,3059238.0,12.853170858233357
PRAMIPEXOLE DI-HCL,41740037.81000003,1310473,31.85112383849193,48915583.84000003,1266369.0,38.62664345068462
CIPROFLOXACIN HCL,41437932.39999917,5866420,7.063580923288679,37505202.39999944,5768064.0,6.502216757650303
LEVOFLOXACIN,40993321.52000019,3564689,11.499831126923047,47083249.340000585,3294278.0,14.292433528682334
CLOTRIMAZOLE/BETAMETHASONE DIP,40494372.04000023,954693,42.416119150344905,47960939.02000019,1012187.0,47.383476590788256
VILAZODONE HYDROCHLORIDE,40212685.46000002,196507,204.63741983746138,35196931.64999999,199986.0,175.99697803846266
ARMODAFINIL,40160687.53999995,66074,607.8137775827095,37834895.13999997,68341.0,553.6192789101706
LABETALOL HCL,39957942.79000017,916288,43.6084973174375,42984726.809999935,925442.0,46.44778042276008
ENTACAPONE,39152481.08999993,132911,294.5766798082922,40819011.0199999,129257.0,315.79729546562197
SAXAGLIPTIN HCL/METFORMIN HCL,39056203.160000004,99049,394.31193813163185,40117872.79000009,114881.0,349.21242668500525
ELTROMBOPAG OLAMINE,38988707.64000002,7230,5392.628995850626,26797565.060000025,5052.0,5304.347794932705
LEFLUNOMIDE,38352004.52999988,351208,109.20025890640271,17744693.360000048,331255.0,53.56807704034671
AMLODIPINE/VALSARTAN,38237970.61999987,255185,149.84411552403108,96533810.91000016,394615.0,244.62782942868407
OSELTAMIVIR PHOSPHATE,38194463.989999965,290596,131.43492680559942,28027861.670000043,219153.0,127.89175448202873
POTASSIUM CITRATE,38140685.380000055,213744,178.44096386331339,32392451.78999992,185565.0,174.56121461482456
FAMOTIDINE,38039890.29000021,3599215,10.56894080792623,37599057.48000006,3511506.0,10.707388077935807
RUFINAMIDE,37689575.51000001,18473,2040.2520169977813,27928933.049999982,17052.0,1637.8684641097807
AMOXICILLIN/POTASSIUM CLAV,37626525.33000081,2593263,14.509336434446029,39619510.79000028,2269541.0,17.45705884581961
APREMILAST,37503443.26999997,16846,2226.252123352723,3156545.7099999995,1603.0,1969.1489145352461
OMALIZUMAB,37424467.86,12077,3098.8215500538213,28139467.27000003,9697.0,2901.8734938640846
VANCOMYCIN HCL,37315476.32999997,204625,182.36029971899802,31763593.179999918,193220.0,164.39081451195486
NITROFURANTOIN MONOHYD/M-CRYST,37165864.26000024,1090262,34.08892932157613,41496205.60000008,1043099.0,39.78165600772322
VALACYCLOVIR HCL,37136895.85999994,843029,44.05174182620045,41106384.540000096,719961.0,57.0952934117266
IBUPROFEN,37130929.719999865,4534955,8.187717346699111,33758714.680000305,4187902.0,8.06100875330901
MARAVIROC,36831977.49999996,27085,1359.8662543843443,34091391.49000003,26168.0,1302.7893415622145
OLMESARTAN/AMLODIPIN/HCTHIAZID,36614549.94999992,131689,278.0380286128676,30596803.890000034,132742.0,230.49828908710154
PEGFILGRASTIM,36517858.21999999,6310,5787.299242472265,31412297.069999993,5809.0,5407.522305043896
CRIZOTINIB,36252269.699999996,2885,12565.778058925474,21830778.219999988,1887.0,11569.03986221515
VORTIOXETINE HYDROBROMIDE,35913495.639999874,124489,288.48730120733455,8916735.989999996,35145.0,253.71278958600075
HALOPERIDOL,35839106.50999968,986207,36.34034894297007,35287136.42000016,994318.0,35.488783688920606
AXITINIB,35703936.26,3328,10728.346231971153,32425134.439999986,3353.0,9670.484473605722
AMANTADINE HCL,35698481.65999996,345419,103.34834406908699,34427279.74999984,323495.0,106.42291148240264
DESONIDE,35566015.51,214843,165.54421372816427,55993225.55999997,299960.0,186.66897439658612
PROPAFENONE HCL,35313486.73999993,280046,126.09887925555061,35658036.78999997,281260.0,126.77962308895673
PITAVASTATIN CALCIUM,35223014.599999964,143953,244.6841302369521,28850709.069999967,137429.0,209.93173980746397
"SODIUM,POTASSIUM,&MAG SULFATES",35067827.94999993,431766,81.21952156955372,26737609.579999976,341847.0,78.21513595263372
TOBRAMYCIN/DEXAMETHASONE,35038853.58000012,339923,103.07879602145226,37825412.62000016,351520.0,107.60529307009604
FILGRASTIM,34786124.789999984,12900,2696.5988209302313,33041717.359999996,12070.0,2737.5076520298257
ACETAMINOPHEN WITH CODEINE,34550672.35999994,2682303,12.88097294004441,23604497.159999907,1941615.0,12.157146066547647
CARBIDOPA/LEVODOPA/ENTACAPONE,34401365.12999996,105759,325.2807338382545,42829629.179999985,121509.0,352.48112633632064
BESIFLOXACIN HCL,34315114.47999994,249547,137.50962536115415,33902350.11000006,272520.0,124.40316347424064
ACYCLOVIR,33829880.03999988,916547,36.91014213128174,39489577.83000005,856109.0,46.12681075657428
SIMEPREVIR SODIUM,32991658.240000006,1482,22261.57775978408,587199489.3900006,26028.0,22560.300038035984
ICOSAPENT ETHYL,32969107.15999996,148176,222.49964339704107,15205524.020000018,76299.0,199.2886410044695
CARVEDILOL PHOSPHATE,32691355.290000103,108278,301.9205682594812,31494534.869999938,131635.0,239.2565417252246
CLONIDINE HCL,32492462.649999507,4035454,8.051748985368066,37072741.30999982,4179054.0,8.87108453492102
ONDANSETRON HCL,32427387.24000013,1295996,25.02120935558453,30629598.64999996,1153699.0,26.549038050652694
INFLIXIMAB,32192989.769999996,6341,5076.95785680492,29480233.49000001,6481.0,4548.716785989818
FENTANYL CITRATE,31535244.86000003,4761,6623.659915984043,32202532.700000055,6805.0,4732.187024246886
METHADONE HCL,31319745.079999942,1193141,26.249827203993444,21120002.019999955,1221677.0,17.28771354457844
CEFUROXIME AXETIL,30939090.470000044,753539,41.05837981843016,22745396.44000022,691213.0,32.90649400401934
NADOLOL,30780838.579999916,285777,107.70929284022128,34165566.709999874,316289.0,108.02009146698074
IRBESARTAN,30740276.749999885,1261061,24.37651846342079,44816734.729999974,1142278.0,39.23452498428576
NYSTATIN/TRIAMCIN,29936214.95000001,208584,143.52114711579034,41811131.01000024,278182.0,150.3013531069596
DUTASTERIDE/TAMSULOSIN HCL,29819782.199999966,134061,222.43443059502738,33904652.60000004,173500.0,195.41586512968323
RIVASTIGMINE TARTRATE,29433757.86000013,252149,116.73160655009589,31729346.589999955,234277.0,135.4351754120121
DARUNAVIR/COBICISTAT,29401861.239999983,19872,1479.562260466988,,,
DARBEPOETIN ALFA IN POLYSORBAT,29389256.189999986,25472,1153.7867536903261,32542983.65000002,32321.0,1006.868093499583
TOCILIZUMAB,28926777.089999977,12622,2291.7744485818394,14798596.8,7846.0,1886.1326535814428
ATOMOXETINE HCL,28853412.99999997,76028,379.5103514494656,23426638.609999925,76505.0,306.2105563035086
ISOSORBIDE DINITRATE,28761833.78999995,429202,67.01234800862986,30643722.310000055,446725.0,68.59638997145908
MECLIZINE HCL,28184478.659999784,1835519,15.355045989717231,31030640.100000095,1755570.0,17.675535637997967
MYCOPHENOLATE MOFETIL,28050486.980000045,211012,132.93313640930396,29895642.45999998,193211.0,154.73054049717655
HYDROCORTISONE,27786471.719999935,934142,29.745447394507405,17956109.759999834,848575.0,21.16030964852822
FLECAINIDE ACETATE,26924794.949999884,569935,47.241869599164616,21594806.29999998,496817.0,43.46631918795045
FLUCONAZOLE,26756692.530000165,1574399,16.994861232762574,25405170.210000124,1420691.0,17.882263074799603
DOXEPIN HCL,26648425.68000001,671773,39.66879538177332,17460901.860000078,676290.0,25.818660426740124
MIDODRINE HCL,26354168.73000003,339429,77.64265495876909,22612445.429999962,290000.0,77.97394975862056
AFATINIB DIMALEATE,26339062.94000001,3978,6621.182237305181,11576381.12,1888.0,6131.557796610169
METOLAZONE,26132521.27000013,676591,38.62380857859494,20079515.21999997,691180.0,29.051065163922523
DIAZEPAM,25765651.33999989,3407413,7.561646134472074,26226160.29999987,3435693.0,7.633441142733029
SEVELAMER HCL,25695294.949999984,21598,1189.7071464950452,21836564.869999982,22254.0,981.2422427428769
LINAGLIPTIN/METFORMIN HCL,25529635.44999995,64135,398.0608942075302,15674490.980000025,45271.0,346.2369061871844
CALCITRIOL,25274846.35999996,960094,26.325387264163673,29119966.07000014,886727.0,32.83983240614094
CEPHALEXIN,25194409.189999618,3797038,6.635279707498218,26225000.220000006,3554987.0,7.37696093403436
LACTULOSE,25186019.010000106,1370904,18.37183275415354,26768558.51000001,1422674.0,18.815665788508127
DRONABINOL,24996552.99999999,62753,398.3323984510699,28411729.600000028,65893.0,431.17978540967977
FOSAMPRENAVIR CALCIUM,24637051.24999997,19901,1237.9805663031993,31301650.070000004,27028.0,1158.1193602930296
BENAZEPRIL HCL,24628861.84000027,2909206,8.465836327850372,29337072.96,2975260.0,9.86033925102344
REPAGLINIDE,24417984.90999992,229859,106.2302755602344,41801043.130000025,218360.0,191.43177839347877
CALCIPOTRIENE,24375032.630000073,56023,435.0897422487206,27690022.42000001,61241.0,452.1484368315346
SUCROFERRIC OXYHYDROXIDE,24163245.230000004,16905,1429.3549381839696,4887116.849999998,3902.0,1252.4645950794459
APOMORPHINE HCL,24052754.380000006,1195,20127.8279330544,19800809.94,892.0,22198.217421524667
NATALIZUMAB,24014906.009999994,4585,5237.711234460195,16945986.080000002,3505.0,4834.803446504993
DROXIDOPA,23867912.079999987,3913,6099.645305392279,79963.75,12.0,6663.645833333333
TROSPIUM CHLORIDE,23831185.740000043,175593,135.71831303070192,26940974.640000034,187096.0,143.99546029845658
MILNACIPRAN HCL,23588840.300000004,94973,248.37417265959803,25226007.44000001,122053.0,206.68076524132965
VISMODEGIB,23573104.750000004,2460,9582.562906504067,18938620.270000007,2102.0,9009.809833491916
BUTALB/ACETAMINOPHEN/CAFFEINE,23356186.30999988,442345,52.800837151996475,12756457.87999992,457992.0,27.853014637810094
BENZTROPINE MESYLATE,22979219.04000005,2112119,10.879699032109484,22034556.979999915,2136866.0,10.311623180863899
DAPAGLIFLOZIN PROPANEDIOL,22954078.45000001,55692,412.16114432952685,4400177.140000001,12109.0,363.3807201255265
PRIMIDONE,22766014.439999953,852835,26.69451234998558,20311912.42000007,807139.0,25.165321487377106
AMOXICILLIN,22589695.87999981,5240615,4.310504755644101,23564590.35000038,4859518.0,4.849162067102207
NAPROXEN,22576580.88999991,2857136,7.901822275873431,23373128.47000017,2785855.0,8.389930010714904
GALANTAMINE HBR,22429608.51000001,228820,98.02293728695048,27534224.970000006,257528.0,106.9174030396695
KETOROLAC TROMETHAMINE,22420465.68999987,808918,27.71661118926748,18833121.449999943,754320.0,24.967018573019335
ETODOLAC,22378636.579999994,356292,62.80982054045557,25394944.299999952,393549.0,64.52803666125426
BRINZOLAMIDE/BRIMONIDINE TART,22351425.020000003,162157,137.83817547191921,9636577.110000003,83892.0,114.86884458589618
GEMFIBROZIL,22031585.900000095,1445511,15.241382390033763,30502627.32000015,1605131.0,19.003201184202503
FONDAPARINUX SODIUM,21702961.659999978,14483,1498.5128536905322,24790873.070000004,16274.0,1523.3423294826105
PYRIDOSTIGMINE BROMIDE,21527966.850000013,139971,153.80305098913357,13876919.780000048,133373.0,104.04594468145763
ANASTROZOLE,21292277.20000001,1110029,19.1817305673996,31146511.0400001,1052744.0,29.586025700455288
LISDEXAMFETAMINE DIMESYLATE,21183317.550000004,86719,244.27539005292962,15698735.059999986,70061.0,224.07238063972804
VARENICLINE TARTRATE,20988792.809999973,78232,268.28909921771105,19754335.880000055,86284.0,228.94552732835814
SULFAMETHOXAZOLE/TRIMETHOPRIM,20743539.710000437,3430382,6.047005759125496,21299133.79000017,3479794.0,6.120803067652904
RAMELTEON,20604627.690000102,80838,254.88789542047184,10155656.570000028,45460.0,223.3976368235818
PERPHENAZINE,20600199.65999996,229920,89.59724973903948,20668950.57000005,233239.0,88.6170433332335
ESZOPICLONE,20595799.399999905,281962,73.04459253374534,52296122.590000145,252727.0,206.92732707625282
LAMIVUDINE/ZIDOVUDINE,20447612.150000017,39220,521.3567605813365,29424359.829999976,46033.0,639.2014387504611
CHOLESTYRAMINE (WITH SUGAR),20414359.699999984,203606,100.26403789672203,19241336.440000016,195374.0,98.48463173196032
BENAZEPRIL/HYDROCHLOROTHIAZIDE,20135152.25000008,295885,68.05060158507554,22405974.999999985,342919.0,65.338972177103
ERTAPENEM SODIUM,20082229.479999974,43166,465.2325784181989,14870974.989999985,35198.0,422.4948857889649
ACETAZOLAMIDE,20008328.77000002,164511,121.6230450851312,16987694.48,159562.0,106.46453717050426
DACLATASVIR DIHYDROCHLORIDE,20003851.060000002,941,21258.077640807653,,,
QUINAPRIL HCL,19653256.869999975,965451,20.356555506183096,25935774.819999997,1099088.0,23.597541616321895
CAPTOPRIL,19447612.75999998,207133,93.88949496217396,18909916.61000004,270125.0,70.0043187783435
METHENAMINE HIPPURATE,19369758.26999999,210176,92.15970553250604,15988904.540000038,180690.0,88.48804327854357
ABACAVIR SULFATE,19353972.699999988,54727,353.64578178961006,22053593.839999985,54165.0,407.1557987630386
CEFDINIR,19323626.90000003,603075,32.04183045226552,18514488.959999997,495735.0,37.34755254319344
PARICALCITOL,19131221.57000005,88642,215.82569854019593,29325943.689999998,108345.0,270.67186939868014
HALOPERIDOL DECANOATE,18853598.08,237249,79.4675555218357,17054731.710000064,233585.0,73.01295763854728
FELODIPINE,18799904.749999974,452539,41.54317031239291,26354988.89000017,552376.0,47.712045581271035
POSACONAZOLE,18785098.78,3509,5353.405180963237,12537034.000000004,2631.0,4765.12124667427
TERAZOSIN HCL,18769329.14000012,1762684,10.64815312330521,20986291.929999955,1827352.0,11.484537149930585
IVACAFTOR,18610683.040000003,759,24520.004005270097,13090393.46,514.0,25467.691556420235
GLIPIZIDE/METFORMIN HCL,18527142.270000044,250811,73.86893824433555,16584775.77999999,236424.0,70.14844423577975
TORSEMIDE,18325042.720000003,1076455,17.023510244274032,17318395.16000008,1005474.0,17.224110379781155
VIGABATRIN,18310107.410000008,1235,14825.997902834015,15422522.1,1354.0,11390.34128508124
REGORAFENIB,18140064.749999996,1681,10791.23423557406,17250440.58,1809.0,9535.898606965173
TELMISARTAN,18117848.48999999,216611,83.64232882909913,28454630.949999996,203628.0,139.73830195258017
DARIFENACIN HYDROBROMIDE,18077523.749999985,62186,290.70086112629826,28327160.629999835,126316.0,224.25631456030777
MUPIROCIN,18035321.980000135,1413381,12.760410660678284,16671684.030000128,1293217.0,12.89163692558954
EPINEPHRINE,17990023.990000017,39080,460.33838254861865,12070284.260000013,33982.0,355.1964057442179
SOTALOL HCL,17975300.96999999,983558,18.27579153440874,20275823.26000005,947778.0,21.393008974675556
FORMOTEROL FUMARATE,17960103.47999996,57329,313.2812970747782,18653510.720000077,67782.0,275.19858841580475
NATEGLINIDE,17646128.760000046,184813,95.48099300373917,20548329.879999932,198671.0,103.42893467088771
"GLUCAGON,HUMAN RECOMBINANT",17540561.129999988,63911,274.4529287603071,16668044.739999993,72783.0,229.0101361581687
INSULIN GLULISINE,17445574.35999998,31923,546.4891883594894,15766558.370000001,36010.0,437.83833296306585
PIOGLITAZONE HCL/METFORMIN HCL,17427190.099999987,89455,194.81515957744102,29456302.869999975,133603.0,220.47635809076124
PILOCARPINE HCL,17274903.310000006,172379,100.21466251689594,13482840.370000055,162100.0,83.17606644046919
FELBAMATE,17254333.78,20605,837.3857694734288,15277723.210000006,19872.0,768.8065222423513
FLUOROMETHOLONE,17224273.390000027,210897,81.67149551676897,9070973.870000001,145528.0,62.33146796492772
ZONISAMIDE,17178393.299999956,264999,64.8243702806424,15671266.049999924,251492.0,62.31317914685129
RITUXIMAB,16972838.010000005,2084,8144.3560508637265,14968232.049999995,1960.0,7636.853086734692
BEVACIZUMAB,16870613.349999998,3195,5280.317167449139,14911416.880000006,3042.0,4901.846443129522
BOSUTINIB,16829488.680000003,1793,9386.217891801452,10070354.0,1230.0,8187.279674796748
"ESTROGEN,CON/M-PROGEST ACET",16654154.59000007,100352,165.9573759367035,18666654.34999994,130539.0,142.9967622702789
LAMIVUDINE,16652584.880000021,70493,236.2303332245758,17107261.610000003,67112.0,254.90615106091315
LEVOCETIRIZINE DIHYDROCHLORIDE,16603220.689999912,763073,21.758364782923667,17703259.76000005,586523.0,30.183402458215706
TRAMETINIB DIMETHYL SULFOXIDE,16569842.5,1737,9539.34513529073,10010385.129999999,1115.0,8977.923883408072
OFLOXACIN,16262297.610000005,786128,20.686577262227022,8914630.570000015,684616.0,13.02135879091347
"CALCITONIN,SALMON,SYNTHETIC",16253386.939999914,205768,78.98889496909098,18055654.060000047,249068.0,72.49286965808552
CIPROFLOXACIN HCL/DEXAMETH,16128396.490000047,89713,179.7776965434223,16059767.13000004,99756.0,160.9904880909423
SALMETEROL XINAFOATE,16045191.959999977,49995,320.9359327932789,14350007.079999968,55357.0,259.22660332026607
NITROFURANTOIN MACROCRYSTAL,15908166.709999982,443781,35.84688553588365,19424117.319999903,486930.0,39.89098498757502
LUMACAFTOR/IVACAFTOR,15808967.070000002,758,20856.15708443272,,,
IDELALISIB,15800750.010000005,2004,7884.605793413176,85571.96,12.0,7130.996666666667
LEUPROLIDE ACETATE,15792432.959999986,7304,2162.162234392112,13708788.679999996,7236.0,1894.525798783858
ALISKIREN HEMIFUMARATE,15740502.38,82278,191.30876273122828,17979379.02000003,113017.0,159.08561561535015
RABEPRAZOLE SODIUM,15740491.499999989,126810,124.1265791341376,19998745.959999967,127131.0,157.30817786377804
HYDROXYZINE HCL,15725712.090000045,757465,20.760975213376256,13960997.229999997,858385.0,16.26426047752465
NABUMETONE,15545130.949999956,663105,23.442940333732903,18984274.469999976,761672.0,24.924474668886315
DABRAFENIB MESYLATE,15503312.899999997,1877,8259.62328183271,9663461.520000001,1259.0,7675.505575853854
ACITRETIN,15386254.539999997,17853,861.8301988461321,17675420.20999999,19901.0,888.1674393246566
ATOVAQUONE,15328351.090000007,12109,1265.8643232306556,9672860.31,6754.0,1432.1676502813148
BETAMETHASONE DIPROPIONATE,15313950.319999967,222266,68.89920329695035,14428604.280000012,205986.0,70.04652879321901
OLAPARIB,15202879.560000006,2719,5591.349599117325,,,
DULAGLUTIDE,14959145.100000009,22876,653.9231115579651,,,
AZATHIOPRINE,14884035.379999975,297550,50.02196397244152,9293938.889999943,277609.0,33.47852155369582
NAPROXEN/ESOMEPRAZOLE MAG,14855691.00999999,10266,1447.0768566140648,13666328.96,17134.0,797.6146235555037
PHENOBARBITAL,14824415.889999887,486020,30.50165814164003,11159946.620000012,506441.0,22.036025163839444
MEGESTROL ACETATE,14658148.549999952,358978,40.8329996545748,27358267.149999958,492795.0,55.51652746070873
CARISOPRODOL,14535967.22000001,850277,17.095566762360985,29272054.31000005,1273372.0,22.98782626757935
CLINDAMYCIN PHOSPHATE,14496635.9,182810,79.29892183140966,13494193.700000055,174523.0,77.32043169095222
SIROLIMUS,14386367.33999999,16710,860.943587073608,14700254.040000003,15059.0,976.1773052659541
COLESTIPOL HCL,14329895.990000013,179118,80.00254575196247,11353030.310000071,160422.0,70.76978413185269
AMMONIUM LACTATE,14319622.580000015,646088,22.16357923378861,13971394.620000008,631318.0,22.130518407522054
CILOSTAZOL,14192536.109999921,717818,19.771775171422174,18489881.570000082,740661.0,24.96402749706017
DIPHENOXYLATE HCL/ATROPINE,14171236.24,469310,30.195896614178263,8875097.980000008,444418.0,19.970158679441443
OMEPRAZOLE/SODIUM BICARBONATE,14025967.350000003,21072,665.6210777334853,10433026.279999973,25257.0,413.0746438611068
GLYCEROL PHENYLBUTYRATE,13918985.489999998,254,54799.155472440936,8598137.139999999,220.0,39082.44154545454
NORTRIPTYLINE HCL,13873542.810000105,1077383,12.877076035170505,12737997.279999992,974086.0,13.076871323476563
ONDANSETRON,13840546.419999978,571941,24.199255552583182,11409087.670000084,428237.0,26.641994199473853
DORZOLAMIDE HCL,13780238.790000033,564196,24.424559532502947,14732479.460000018,493030.0,29.881507129383643
ESLICARBAZEPINE ACETATE,13730294.68000001,15014,914.4994458505403,1842244.5699999998,2280.0,808.0020043859648
THEOPHYLLINE ANHYDROUS,13664490.450000009,439557,31.086959029204422,12887678.019999988,477446.0,26.99295421890641
NEVIRAPINE,13660515.860000044,43617,313.1924676158389,14970147.929999981,46018.0,325.31070298578777
ERYTHROMYCIN BASE,13656912.710000113,518901,26.31891769335598,11945915.129999997,501023.0,23.84304738505018
TOLVAPTAN,13520426.549999999,1967,6873.628139298424,12146245.860000003,1817.0,6684.780330214641
LEVOMILNACIPRAN HYDROCHLORIDE,13468910.519999998,49200,273.758343902439,4594569.169999994,19821.0,231.80309621108896
CICLOPIROX,13390890.209999988,266488,50.24950545615558,13983912.830000011,239780.0,58.31976324130458
SAPROPTERIN DIHYDROCHLORIDE,13347286.969999995,938,14229.517025586349,11957221.069999997,816.0,14653.457193627446
DESOXIMETASONE,13328981.169999966,97079,137.30035507164234,16216612.970000003,118417.0,136.94497386355002
ALCOHOL ANTISEPTIC PADS,12992226.360000025,576748,22.526695125080668,4626188.559999983,441154.0,10.486561518199954
MYCOPHENOLATE SODIUM,12957821.120000023,18759,690.7522319953101,11004562.259999996,14747.0,746.223791957686
LITHIUM CARBONATE,12840822.609999899,1091639,11.76288370972446,13624879.66999992,1074250.0,12.683155382825152
RILPIVIRINE HCL,12752898.349999987,14787,862.4398694799477,7084312.219999996,8724.0,812.0486267767075
TELMISARTAN/HYDROCHLOROTHIAZID,12734822.020000007,99712,127.71604240211818,13105828.240000058,83658.0,156.6595931052626
